8.560917065402005033e-01,7.352648165682220682e-01,8.588441146281013960e-01,5.223572287289572902e-01,5.289794336266624430e-01,5.305419612043700273e-01,8.636274475053544730e-01,6.345949801463649509e-01,5.274564356452349223e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.394223022561910774e+00,4.973462925792901501e+00,5.199917498780202152e+00,5.305328474311155063e+00,5.046850946189624487e+00,5.289704232521742711e+00,2.492578280696497117e+00,2.777216807847045388e+00,2.754594777000354711e+00,2.894199174678098174e+00,2.869714939859345115e+00,2.877887633193946915e+00
8.563131244622845806e-01,4.508882922817342154e-01,8.589416441601729346e-01,5.221111826707109937e-01,1.100000000000001116e-01,5.300994558141003399e-01,5.790940791337714083e-02,2.306873368548201797e-01,8.365760342267174465e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.462631679751575930e+00,5.531972671556947496e+00,5.608923201856041985e+00,5.314878494897671501e+00,5.065680416873041381e+00,5.263362013895455327e+00,2.769321330028407857e+00,2.619319105154623184e+00,2.727384943275606766e+00,2.881713566501557189e+00,2.863213160011076841e+00,2.896476753225762923e+00
8.541666179302831452e-01,4.836674578085180531e-01,8.556011122603965902e-01,5.240893582364011261e-01,5.288692219231200253e-01,5.301362869875325678e-01,1.002125629864506040e+00,7.418049090726935857e-01,1.008990834735690623e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.882144527847037452e+00,4.704314341424000290e+00,5.000131141106696653e+00,5.235437352476965955e+00,5.315555997164530311e+00,5.312957981201869906e+00,2.631614264825854477e+00,2.674911559664280958e+00,2.643459635063035940e+00,2.796393816040479319e+00,2.823888747363797247e+00,2.806834928984283106e+00
8.541027969929368968e-01,6.562092172475572083e-01,8.587000657606500553e-01,5.237179996664714787e-01,5.300067189880145468e-01,5.298551488499981810e-01,9.319926776954575720e-01,3.424538116645020613e-01,3.916876466836144433e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.401697147471439919e+00,5.221867436530357232e+00,5.471625818056580215e+00,5.283580603827537914e+00,5.228319994119147829e+00,5.283998643782352289e+00,2.731385860087089057e+00,2.700221903803033729e+00,2.804658482368195482e+00,2.902639787920245240e+00,2.865097132901142096e+00,2.849818913979956125e+00
8.556934368659325774e-01,5.579099147721935381e-01,8.590323886327506653e-01,5.264737944223861765e-01,5.284522182061132112e-01,5.302100525867792236e-01,1.004821806883649415e+00,6.608364464270871652e-01,1.011088982891720667e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.395052040063033516e+00,5.489133977144977194e+00,5.227428293160880202e+00,5.124230107123325162e+00,5.073673600641187775e+00,5.163411692131488095e+00,2.814066050034945476e+00,2.816172968406368327e+00,2.724246789792577506e+00,2.840250140039638715e+00,2.886396687184282328e+00,2.883380075438465528e+00
8.534132497347282076e-01,4.425092279858764965e-01,8.605524515189613144e-01,5.212468901762785656e-01,5.294274415716039295e-01,5.304922650594419142e-01,8.659557506206631006e-01,1.922846032496965674e-01,9.925389291032409300e-01,9.532221713288446807e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.681590814172399639e+00,5.288100701454192532e+00,5.583955424515309574e+00,5.276602141951410196e+00,5.331447809271567806e+00,5.244949645466031818e+00,2.755374143527034025e+00,2.659355243519167633e+00,2.753862162214604226e+00,2.880936392668252743e+00,2.895711286464637713e+00,2.891742683908272493e+00
8.517286437058817494e-01,4.401716829337981030e-01,8.597431645455484439e-01,5.215876792964426745e-01,5.284861654946294562e-01,5.298351008766305492e-01,9.961419244803901840e-01,3.647968059415219733e-01,6.991182853154707111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.746421549151082608e+00,4.826957658698599829e+00,4.781734799076618359e+00,5.233749612486944258e+00,5.153703356893538867e+00,5.257760098595741560e+00,2.721059608035763411e+00,2.672111316932079372e+00,2.724065476164305721e+00,2.843291930437159998e+00,2.852415728938566541e+00,2.884324598402629114e+00
8.534169505386287602e-01,7.047187788935792563e-01,8.565671856792481664e-01,5.236752433709495058e-01,5.302593298050661819e-01,5.304634311439414551e-01,9.906354852207391870e-01,3.850377373048019525e-01,9.420567240696546829e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.222285771245005925e+00,5.405148636778874582e+00,5.399154462727975279e+00,5.244115875610973809e+00,5.078266859939183142e+00,5.100886763699818971e+00,2.609102048911002392e+00,2.706960583898855965e+00,2.742751157342252277e+00,2.856136342213778434e+00,2.861629823371690584e+00,2.884184148413759807e+00
8.493818114066559177e-01,4.782857843976580092e-01,8.573165308022003828e-01,5.232799565758667892e-01,2.865873861119512811e-01,5.299495445481355871e-01,9.749326629599899263e-01,1.378429951626931604e-01,3.919614722605994639e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.469811337711677268e+00,5.595845495317086637e+00,5.615978524788199699e+00,5.273444883845368025e+00,5.247066981327654034e+00,5.386024273542842522e+00,2.733358123894260139e+00,2.675768550394723277e+00,2.707517589214580411e+00,2.830767371741536920e+00,2.876503607551988750e+00,2.880390491055317082e+00
8.505932102183103583e-01,3.268448457280695441e-01,8.586368384266533926e-01,5.228337718778999221e-01,5.297068187263795913e-01,5.303412649551120239e-01,1.004346468163607842e+00,3.847147483441620275e-01,8.433314988624622810e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.327755159942983099e+00,5.189669922687857095e+00,5.453936389157737707e+00,5.217115858702804587e+00,5.103490618161409920e+00,5.271083466108340332e+00,2.743491410801638608e+00,2.709254988685287469e+00,2.683947004029957117e+00,2.873239903083003810e+00,2.873137868809831907e+00,2.854366436578231525e+00
