,ZDT1_normalization_with_self_0,ZDT1_normalization_with_nd_0,ZDT1_normalization_with_nd_1,ZDT2_normalization_with_self_0,ZDT2_normalization_with_nd_0,ZDT2_normalization_with_nd_1,ZDT3_normalization_with_self_0,ZDT3_normalization_with_nd_0,ZDT3_normalization_with_nd_1,WFG_1_normalization_with_self_0,WFG_1_normalization_with_nd_0,WFG_1_normalization_with_nd_1,WFG_2_normalization_with_self_0,WFG_2_normalization_with_nd_0,WFG_2_normalization_with_nd_1,WFG_3_normalization_with_self_0,WFG_3_normalization_with_nd_0,WFG_3_normalization_with_nd_1,WFG_4_normalization_with_self_0,WFG_4_normalization_with_nd_0,WFG_4_normalization_with_nd_1,WFG_5_normalization_with_self_0,WFG_5_normalization_with_nd_0,WFG_5_normalization_with_nd_1,WFG_6_normalization_with_self_0,WFG_6_normalization_with_nd_0,WFG_6_normalization_with_nd_1,WFG_7_normalization_with_self_0,WFG_7_normalization_with_nd_0,WFG_7_normalization_with_nd_1,WFG_8_normalization_with_self_0,WFG_8_normalization_with_nd_0,WFG_8_normalization_with_nd_1,WFG_9_normalization_with_self_0,WFG_9_normalization_with_nd_0,WFG_9_normalization_with_nd_1,DTLZ5_normalization_with_self_0,DTLZ5_normalization_with_nd_0,DTLZ5_normalization_with_nd_1,DTLZ7_normalization_with_self_0,DTLZ7_normalization_with_nd_0,DTLZ7_normalization_with_nd_1,DTLZ1_normalization_with_self_0,DTLZ1_normalization_with_nd_0,DTLZ1_normalization_with_nd_1,DTLZ2_normalization_with_self_0,DTLZ2_normalization_with_nd_0,DTLZ2_normalization_with_nd_1,
0,0.8560917065402005,0.7352648165682221,0.8588441146281014,0.5223572287289573,0.5289794336266624,0.53054196120437,0.8636274475053545,0.634594980146365,0.5274564356452349,5.455435852688337,5.534041958000452,5.381451813492689,5.394223022561911,4.9734629257929015,5.199917498780202,5.305328474311155,5.0468509461896245,5.289704232521743,2.492578280696497,2.7772168078470454,2.7545947770003547,2.894199174678098,2.869714939859345,2.877887633193947,2.6690020185026153,2.663682804794061,2.710811656046089,2.2881167151017485,2.329772382288391,2.4508878265612566,1.5029507672884934,1.6234773480716629,1.6545897774750595,2.8831069591519176,2.861369065654198,2.8244530243535184,0.37831701135272067,0.4092580393750508,0.4097128992862829,0.9927720519534113,0.7301840790370436,1.0030070896392362,0.0,0.0,0.0,0.37831701135272067,0.4092580393750508,0.4097128992862829,
1,0.8563131244622846,0.4508882922817342,0.8589416441601729,0.522111182670711,0.11000000000000011,0.5300994558141003,0.05790940791337714,0.23068733685482018,0.8365760342267174,5.605348100463004,5.758079611699863,5.848302359328946,5.462631679751576,5.5319726715569475,5.608923201856042,5.3148784948976715,5.065680416873041,5.263362013895455,2.769321330028408,2.619319105154623,2.7273849432756068,2.881713566501557,2.863213160011077,2.896476753225763,2.744230977833624,2.6892856040973983,2.7922458634980045,2.409974148954377,2.405917831161866,2.5720179156246914,1.8157340827512845,1.776621210108944,1.671750547507833,2.637607686041724,2.550950543130955,2.6988072219146453,0.37802440660727565,0.40888723466380433,0.4089615111330705,0.9829983503907359,1.0033266601748068,1.0031943546816207,0.0,0.0,0.0,0.37802440660727565,0.40888723466380433,0.4089615111330705,
2,0.8541666179302831,0.48366745780851805,0.8556011122603966,0.5240893582364011,0.52886922192312,0.5301362869875326,1.002125629864506,0.7418049090726936,1.0089908347356906,5.755491814773663,5.527911513403038,5.668871500113454,4.8821445278470375,4.704314341424,5.000131141106697,5.235437352476966,5.31555599716453,5.31295798120187,2.6316142648258545,2.674911559664281,2.643459635063036,2.7963938160404793,2.8238887473637972,2.806834928984283,2.6747278692531267,2.7743823847381015,2.755748267045681,2.298487822694725,2.4254113326177418,2.5231405642543367,1.7827820407470085,1.6889251870523085,1.7946934831097758,2.963747551838515,2.8410172561188403,2.966446409546853,0.3791740488882021,0.4091813159258863,0.4086060627455127,0.9915082623789147,0.7308765291296242,1.0033072177507267,0.0,0.0,0.0,0.3791740488882021,0.4091813159258863,0.4086060627455127,
3,0.8541027969929369,0.6562092172475572,0.85870006576065,0.5237179996664715,0.5300067189880145,0.5298551488499982,0.9319926776954576,0.34245381166450206,0.39168764668361444,5.682780898375286,5.6605163069095195,5.460422724595257,5.40169714747144,5.221867436530357,5.47162581805658,5.283580603827538,5.228319994119148,5.283998643782352,2.731385860087089,2.7002219038030337,2.8046584823681955,2.9026397879202452,2.865097132901142,2.849818913979956,2.776543221886137,2.5994215370958047,2.6927324158135493,2.458661355891101,2.457723397811234,2.4632714959980833,1.7216036107359582,1.7045803750901551,1.7745065258113137,2.761366747027016,2.8479401693025226,2.777361787732273,0.3824201631400166,0.4050625266337554,0.40964114888729564,0.995330117141295,0.7305818871772002,1.0033420104834652,0.0,0.0,0.0,0.3824201631400166,0.4050625266337554,0.40964114888729564,
4,0.8556934368659326,0.5579099147721935,0.8590323886327507,0.5264737944223862,0.5284522182061132,0.5302100525867792,1.0048218068836494,0.6608364464270872,1.0110889828917207,5.383801020115085,5.324086191215574,5.379050021137546,5.3950520400630335,5.489133977144977,5.22742829316088,5.124230107123325,5.073673600641188,5.163411692131488,2.8140660500349455,2.8161729684063683,2.7242467897925775,2.8402501400396387,2.8863966871842823,2.8833800754384655,2.7625424569525263,2.733111241371635,2.777685305693506,2.2068102366839035,2.3291219247483506,2.377543488002662,1.8325992364036292,1.7256270422538367,1.8214067576660617,2.9624312613124086,2.9123692131085073,3.0089121137802186,0.38170727846388,0.40807280739264773,0.4088987364367584,0.9940127954150466,0.7307218115259047,1.003338578867941,0.0,0.0,0.0,0.38170727846388,0.40807280739264773,0.4088987364367584,
5,0.8534132497347282,0.4425092279858765,0.8605524515189613,0.5212468901762786,0.5294274415716039,0.5304922650594419,0.8659557506206631,0.19228460324969657,0.9925389291032409,5.544537832136424,5.378656853994398,5.405376887104826,5.6815908141724,5.2881007014541925,5.58395542451531,5.27660214195141,5.331447809271568,5.244949645466032,2.755374143527034,2.6593552435191676,2.7538621622146042,2.8809363926682527,2.8957112864646377,2.8917426839082725,2.40734685930886,2.408230307155648,2.5699674885955566,2.4623582550467575,2.485378292432276,2.486576712939496,1.6628848777818384,1.6906550923011059,1.794012987683429,2.7173336933332224,2.715961960732874,2.695184760214062,0.35542890902389257,0.40540012595345065,0.4099290293327119,0.9898306164503697,0.7270928952489661,1.0033279150787546,0.0,0.0,0.0,0.35542890902389257,0.40540012595345065,0.4099290293327119,
6,0.8517286437058817,0.4401716829337981,0.8597431645455484,0.5215876792964427,0.5284861654946295,0.5298351008766305,0.9961419244803902,0.364796805941522,0.6991182853154707,5.642534284161901,5.595076006759598,5.593537383229828,4.746421549151083,4.8269576586986,4.781734799076618,5.233749612486944,5.153703356893539,5.257760098595742,2.7210596080357634,2.6721113169320794,2.7240654761643057,2.84329193043716,2.8524157289385665,2.884324598402629,2.640552004608632,2.590252303971905,2.506287989665597,2.488171322020403,2.592900288409233,2.2902887608310443,1.7046348222779337,1.6841230260790927,1.7370357397362906,2.826822681080763,2.920958431610591,2.8641252545175635,0.3650023949297923,0.40661951210976455,0.4056782250796426,0.9903565331470299,0.7285804515264367,1.0034532664970905,0.0,0.0,0.0,0.3650023949297923,0.40661951210976455,0.4056782250796426,
7,0.8534169505386288,0.7047187788935793,0.8565671856792482,0.5236752433709495,0.5302593298050662,0.5304634311439415,0.9906354852207392,0.38503773730480195,0.9420567240696547,5.66315670395824,5.707252489548597,5.483831008069203,5.222285771245006,5.405148636778875,5.399154462727975,5.244115875610974,5.078266859939183,5.100886763699819,2.6091020489110024,2.706960583898856,2.7427511573422523,2.8561363422137784,2.8616298233716906,2.88418414841376,2.8399355045641173,2.617457688038581,2.696363910386545,2.2734468067595164,2.2528057573198192,2.358030483949254,1.6020226043271892,1.4937671725015609,1.4941847099102048,2.805529127266128,2.790745571141114,2.8509624812433474,0.36191988413699716,0.40564500398872505,0.4069340776267612,0.9925829725979171,0.7296791935604997,1.0034203190310322,0.0,0.0,0.0,0.36191988413699716,0.40564500398872505,0.4069340776267612,
8,0.8493818114066559,0.478285784397658,0.8573165308022004,0.5232799565758668,0.2865873861119513,0.5299495445481356,0.9749326629599899,0.13784299516269316,0.39196147226059946,5.458904333256245,5.477741607261921,5.497416630326604,5.469811337711677,5.595845495317087,5.6159785247882,5.273444883845368,5.247066981327654,5.3860242735428425,2.73335812389426,2.6757685503947233,2.7075175892145804,2.830767371741537,2.8765036075519888,2.880390491055317,2.4997368669349407,2.551105232777496,2.715227638931253,2.2796085675085975,2.3994155907602686,2.3337569756819354,1.7484313663226638,1.6251576349981662,1.6364834126420416,2.7274482540089613,2.883288679323075,2.955349176688789,0.37682935803930523,0.407948538895037,0.40892833203571843,0.9865021468340216,0.7284872691390827,1.0036612914435075,0.0,0.0,0.0,0.37682935803930523,0.407948538895037,0.40892833203571843,
9,0.8505932102183104,0.32684484572806954,0.8586368384266534,0.5228337718778999,0.5297068187263796,0.530341264955112,1.0043464681636078,0.384714748344162,0.8433314988624623,5.492854045163925,5.4089796636166065,5.602040235467544,5.327755159942983,5.189669922687857,5.453936389157738,5.217115858702805,5.10349061816141,5.27108346610834,2.7434914108016386,2.7092549886852875,2.683947004029957,2.873239903083004,2.873137868809832,2.8543664365782315,2.7117172887839747,2.5975737635163227,2.6952427733146878,2.3516473154180337,2.363077158610646,2.4434790074183175,1.6341997629896263,1.6182058147787055,1.7055781603056674,2.7045778436164825,2.8151584625880375,2.6656871361916665,0.36823700213022503,0.40726384713003105,0.40855411718288914,0.9876968725419607,1.0027628916907747,1.0033940771854102,0.0,0.0,0.0,0.36823700213022503,0.40726384713003105,0.40855411718288914,
