8.714093689206742210e-01,4.631522538663802036e-01
8.714093689206742210e-01,4.781819000723562252e-01
8.714093689206742210e-01,6.727719666128296749e-01
8.714093689206742210e-01,7.141888383753796088e-01
8.714093689206742210e-01,7.593750049809198099e-01
8.714093689206742210e-01,7.593750049809198099e-01
8.714093689206742210e-01,7.808359522199677105e-01
8.714093689206742210e-01,7.808359522199677105e-01
8.714093689206742210e-01,7.939208431199356042e-01
8.714093689206742210e-01,7.939208431199356042e-01
8.714093689206742210e-01,8.025663664964034494e-01
8.714093689206742210e-01,8.116475235746245520e-01
8.714093689206742210e-01,8.198035316821761231e-01
8.714093689206742210e-01,8.198035316821761231e-01
8.714093689206742210e-01,8.198035316821761231e-01
8.714093689206742210e-01,8.263636154645151999e-01
8.714093689206742210e-01,8.303062780281863509e-01
8.714093689206742210e-01,8.318353147925968694e-01
8.714093689206742210e-01,8.344008034901506665e-01
8.714093689206742210e-01,8.382160597712993155e-01
8.714093689206742210e-01,8.404157770049071052e-01
8.714093689206742210e-01,8.432839139176105947e-01
8.714093689206742210e-01,8.439837044238972519e-01
8.714093689206742210e-01,8.439837044238972519e-01
8.714093689206742210e-01,8.439837044238972519e-01
8.714093689206742210e-01,8.439837044238972519e-01
8.714093689206742210e-01,8.471064601282819462e-01
8.714093689206742210e-01,8.471064601282819462e-01
8.714093689206742210e-01,8.471064601282819462e-01
8.714093689206742210e-01,8.471064601282819462e-01
8.714093689206742210e-01,8.490686272178772365e-01
8.714093689206742210e-01,8.490686272178772365e-01
8.714093689206742210e-01,8.490686272178772365e-01
8.714093689206742210e-01,8.490686272178772365e-01
8.714093689206742210e-01,8.505932102183103583e-01
